author_id,author_name,movement_type,prev_year,prev_countries,prev_publication_id,curr_year,curr_countries,curr_publication_id
A5089891618,Roseli Aparecida Francelin Romero,Brazilian to Foreign,2017,BR,W2599384972,2019,ES,W2956179798
A5089891618,Roseli Aparecida Francelin Romero,Foreign to Brazilian,2019,ES,W2956179798,2019,BR,W3009255429
A5021701067,David Macêdo,Brazilian to Foreign,2021,"BR, CA",W3199390827,2021,CA,W3164709496
A5021701067,David Macêdo,Foreign to Brazilian,2021,CA,W3164709496,2021,"BR, CA",W3199888448
A5112404986,Alceu S. Britto,Brazilian to Foreign,2019,BR,W3004065464,2019,FR,W2978481357
A5112404986,Alceu S. Britto,Foreign to Brazilian,2019,FR,W2978481357,2019,BR,W2965601072
A5060798483,Tülay Adalı,Brazilian to Foreign,2021,"BR, CA, DE, KR, US",W4254583338,2021,US,W3163378412
A5036716012,Régis Costa de Oliveira,Foreign to Brazilian,2020,PT,W3109944758,2020,BR,W3108543721
A5020454668,Charles F. Gonçalves,Brazilian to Foreign,2018,BR,W2923936259,2020,PT,W3094165180
A5020454668,Charles F. Gonçalves,Foreign to Brazilian,2020,PT,W3094165180,2020,"BR, PT",W3119191929
A5020454668,Charles F. Gonçalves,Brazilian to Foreign,2020,"BR, PT",W3119191929,2020,PT,W3086798928
A5020454668,Charles F. Gonçalves,Foreign to Brazilian,2020,PT,W3086798928,2023,"BR, PT",W4385688744
A5030619096,Nuno Antunes,Foreign to Brazilian,2016,PT,W2565690877,2016,BR,W2564805461
A5030619096,Nuno Antunes,Brazilian to Foreign,2016,BR,W2564805461,2016,PT,W2562680154
A5030619096,Nuno Antunes,Foreign to Brazilian,2020,PT,W3086798928,2021,"BR, CN",W4293170381
A5030619096,Nuno Antunes,Brazilian to Foreign,2021,"BR, CN",W4293170381,2023,PT,W4385688744
A5030619096,Nuno Antunes,Foreign to Brazilian,2023,PT,W4385688744,2023,"BR, CL, CN, NL, PT",W4313470011
A5030619096,Nuno Antunes,Brazilian to Foreign,2023,"BR, CL, CN, NL, PT",W4313470011,2023,PT,W4317790708
A5016338843,Youssef Diouane,Brazilian to Foreign,2020,BR,W3099989502,2023,CA,W4393108629
A5005187572,Joseph Morlier,Brazilian to Foreign,2016,BR,W2419092723,2023,FR,W4393108629
A5005048873,Gustavo Henrique Nazareno Fernandes,Brazilian to Foreign,2015,BR,W2296178267,2023,DE,W4385217895
A5028555319,Ricardo Augusto Borsoi,Brazilian to Foreign,2022,"BR, FR",W3209789097,2023,FR,W4383220248
A5039289770,Glaucia Melo,Foreign to Brazilian,2018,CA,W2982496367,2019,"BR, CA",W2966921452
A5039289770,Glaucia Melo,Brazilian to Foreign,2019,"BR, CA",W2966921452,2020,CA,W3112158643
A5091429134,Hugo Paredes,Foreign to Brazilian,2019,PT,W2991075206,2020,"BR, GB, PT",W3005107182
A5091429134,Hugo Paredes,Brazilian to Foreign,2020,"BR, GB, PT",W3005107182,2021,PT,W3136160336
A5045321191,Jinyun Yuan,Brazilian to Foreign,2023,"BR, CN",W4381736643,2023,CN,W4388709192
A5100655078,Marcos Silva,Brazilian to Foreign,2022,BR,W4312248457,2023,IT,W4382202217
A5100655078,Marcos Silva,Foreign to Brazilian,2023,IT,W4382202217,2023,BR,W4372348887
A5036130068,Nahadja Tahaynara Barros Leal,Brazilian to Foreign,2021,BR,W3190968274,2023,IT,W4382202217
A5017221993,Marta Cordeiro,Brazilian to Foreign,2022,BR,W4308718314,2023,IT,W4382202217
A5049074947,Katia da Silva dos Santos,Brazilian to Foreign,2023,BR,W4383105350,2023,UY,W4386065335
A5031297994,Julio Santillán-Aldana,Brazilian to Foreign,2017,BR,W2747709880,2023,PE,W4383112300
A5014560005,Juliana Fachin,Brazilian to Foreign,2022,BR,W4317564147,2023,PT,W4383112300
A5073463112,Jonathas Luiz Carvalho Silva,Brazilian to Foreign,2019,BR,W2948173502,2019,US,W2996185173
A5073463112,Jonathas Luiz Carvalho Silva,Foreign to Brazilian,2019,US,W2996185173,2020,BR,W3040131236
A5078185141,Luc Quoniam,Foreign to Brazilian,2015,FR,W1918918674,2016,BR,W2267249036
A5078185141,Luc Quoniam,Brazilian to Foreign,2021,BR,W4285347172,2023,FR,W4383199155
A5082970666,Ricardo José Oliveira Mouta,Foreign to Brazilian,2016,PT,W2588175404,2023,BR,W4382652900
A5063153423,Rui Rijo,Foreign to Brazilian,2017,PT,W2775091723,2019,"BR, PT",W3004067534
A5063153423,Rui Rijo,Brazilian to Foreign,2019,"BR, PT",W3004067534,2019,PT,W2973140467
A5063153423,Rui Rijo,Foreign to Brazilian,2019,PT,W2973140467,2019,BR,W2921497385
A5063153423,Rui Rijo,Brazilian to Foreign,2019,BR,W2921497385,2020,PT,W3152840003
A5010015371,Rodrigo Ronner Tertulino da Silva,Brazilian to Foreign,2015,BR,W1533047068,2021,PT,W3159228074
A5010015371,Rodrigo Ronner Tertulino da Silva,Foreign to Brazilian,2021,PT,W3159228074,2023,BR,W4313470011
A5090985514,Jair Urbanetz,Brazilian to Foreign,2019,BR,W2989785188,2020,GB,W4246354227
A5090985514,Jair Urbanetz,Foreign to Brazilian,2020,GB,W4246354227,2020,BR,W3111318477
A5107878612,Eduardo Weide Luiz,Brazilian to Foreign,2023,BR,W2806826710,2023,FR,W4389124139
A5023650231,Weslley da Silva Pereira,Brazilian to Foreign,2021,BR,W2994877760,2022,US,W4292941884
A5022090482,Lucimere Maria dos Santos,Brazilian to Foreign,2022,BR,W4229333410,2023,CL,W4313586042
A5026796700,Benedita Lopes Fernandes Eleutério,Brazilian to Foreign,2022,"BR, CL, NL",W4312202634,2023,"CL, NL",W4313579819
A5074756521,Andréia Machado Oliveira,Brazilian to Foreign,2022,BR,W4289334789,2023,ZA,W4320913596
A5020581370,Francisco Antônio Pereira Fialho,Brazilian to Foreign,2018,"BR, PE",W2906938633,2019,PE,W2999034370
A5020581370,Francisco Antônio Pereira Fialho,Foreign to Brazilian,2019,PE,W2999034370,2021,BR,W4205468823
A5075680629,Fernando Álvaro Ostuni Gauthier,Brazilian to Foreign,2015,BR,W2237554697,2017,IT,W2752312958
A5075680629,Fernando Álvaro Ostuni Gauthier,Foreign to Brazilian,2017,IT,W2752312958,2019,BR,W2928319581
A5007173796,Armando Malheiro da Silva,Foreign to Brazilian,2016,PT,W2587466885,2017,"BR, DE, MX, PT",W2751940510
A5007173796,Armando Malheiro da Silva,Brazilian to Foreign,2017,"BR, DE, MX, PT",W2751940510,2017,PT,W2622596106
A5029568844,Sílvia Silva da Costa Botelho,Brazilian to Foreign,2018,BR,W2903746868,2018,US,W2903936266
A5029568844,Sílvia Silva da Costa Botelho,Foreign to Brazilian,2018,US,W2903936266,2018,BR,W2903416847
A5057589261,Edson Koiti Kudo Yasojima,Foreign to Brazilian,2015,JP,W2437428127,2018,BR,W2896730743
A5103617544,Iuri Muniz Pepe,Brazilian to Foreign,2022,BR,W4210531541,2023,US,W3133758083
A5019075641,Rodrigo Firmino,Foreign to Brazilian,2019,PR,W3185000901,2019,BR,W2928698023
A5080290691,Ana Paula da Penha Alves,Brazilian to Foreign,2023,BR,W4378389865,2023,MX,W4378377296
A5080290691,Ana Paula da Penha Alves,Foreign to Brazilian,2023,MX,W4378377296,2023,BR,W4387471922
A5001403899,Cesar Augusto Veras,Brazilian to Foreign,2020,BR,W3090049864,2023,IT,W4378087015
A5029231499,Lara S. G. Piccolo,Brazilian to Foreign,2016,BR,W2283380294,2017,GB,W2735848269
A5021399335,Murilo César do Nascimento,Brazilian to Foreign,2020,BR,W3040489113,2022,UY,W4307282894
A5021399335,Murilo César do Nascimento,Foreign to Brazilian,2022,UY,W4299497962,2023,BR,W4378472313
A5050784275,Fernando Selleri Silva,Foreign to Brazilian,2020,US,W3043953984,2023,BR,W4378472546
A5051545343,Patrício de Almeida Costa,Brazilian to Foreign,2020,BR,W3090573312,2023,US,W4378909140
A5030055502,Maria Inês Beltrati Cornacchioni Rehder,Foreign to Brazilian,2019,IT,W4380490302,2023,BR,W4379384230
A5061446215,Jaime E. Muñoz Rivera,Foreign to Brazilian,2017,CL,W2761937921,2018,BR,W2805315773
A5061446215,Jaime E. Muñoz Rivera,Brazilian to Foreign,2020,BR,W2790063357,2021,CL,W3120653961
A5061446215,Jaime E. Muñoz Rivera,Foreign to Brazilian,2021,CL,W3120653961,2022,BR,W4307052846
A5062191171,Gustavo Cainelli,Brazilian to Foreign,2020,BR,W3113277213,2021,DE,W3213015306
A5062191171,Gustavo Cainelli,Foreign to Brazilian,2023,DE,W4386323853,2023,BR,W4365814573
A5009389756,Fabio Santos,Brazilian to Foreign,2021,BR,W4286903130,2021,US,W3176953535
A5009389756,Fabio Santos,Foreign to Brazilian,2022,US,W4296422554,2022,"BR, US",W4225785583
A5009389756,Fabio Santos,Brazilian to Foreign,2022,"BR, US",W4225785583,2023,US,W4386307902
A5010003572,João Felipe Pimentel,Brazilian to Foreign,2021,BR,W3208739506,2022,US,W4299818895
A5035738544,Roberto Perez Xavier,Brazilian to Foreign,2015,BR,W2332730733,2016,ES,W2707281611
A5035738544,Roberto Perez Xavier,Foreign to Brazilian,2016,ES,W2707281611,2019,BR,W3087133605
A5010148364,Lislaine Aparecida Fracolli,Brazilian to Foreign,2022,BR,W4293458448,2023,PE,W4323556451
A5010148364,Lislaine Aparecida Fracolli,Foreign to Brazilian,2023,PE,W4323556451,2023,BR,W4382138780
A5011639624,Virgínia Bentes Pinto,Brazilian to Foreign,2015,BR,W1917185174,2016,US,W2600654253
A5011639624,Virgínia Bentes Pinto,Foreign to Brazilian,2016,US,W2600654253,2016,BR,W2557273430
A5049516094,Adolfo Bauchspiess,Brazilian to Foreign,2019,BR,W2996926572,2019,US,W2975101788
A5049516094,Adolfo Bauchspiess,Foreign to Brazilian,2019,US,W2975101788,2022,BR,W3027905329
A5084402863,Fabricio Bortoluzzi,Brazilian to Foreign,2021,BR,W3158088906,2023,NO,W4385831603
A5007112029,Cecília Dias Flores,Brazilian to Foreign,2015,BR,W2020808328,2016,AG,W2730577467
A5007112029,Cecília Dias Flores,Foreign to Brazilian,2016,AG,W2730577467,2016,BR,W2517400563
A5086854166,Luiz Carlos Marcos Vieira,Brazilian to Foreign,2019,BR,W2925211589,2023,US,W4362653797
A5018369442,Nazim Agoulmine,Foreign to Brazilian,2015,FR,W4241806396,2015,"BR, FR",W2343199298
A5018369442,Nazim Agoulmine,Brazilian to Foreign,2015,"BR, FR",W2343199298,2015,FR,W2519329917
A5085287350,Ana Lívia Castelo Branco de Oliveira,Brazilian to Foreign,2021,BR,W3161897129,2023,AO,W4362607385
A5085287350,Ana Lívia Castelo Branco de Oliveira,Foreign to Brazilian,2023,AO,W4362607385,2023,BR,W4388642536
A5067761366,Sérgio Takeo Kofuji,Foreign to Brazilian,2015,MZ,W3161763531,2015,BR,W2290489412
A5025941213,Ignasi Sau,Foreign to Brazilian,2016,FR,W3008454578,2017,"BR, FR",W2929956868
A5025941213,Ignasi Sau,Brazilian to Foreign,2018,"BR, FR",W2962762415,2019,FR,W2977692557
A5025941213,Ignasi Sau,Foreign to Brazilian,2019,FR,W2977692557,2019,"BR, FR",W2964140139
A5025941213,Ignasi Sau,Brazilian to Foreign,2019,"BR, FR",W2944540875,2019,FR,W2998050277
A5076688244,Leonardo Montecchi,Foreign to Brazilian,2016,IT,W2528872445,2018,BR,W2892128017
A5079558718,Roderic Broadhurst,Foreign to Brazilian,2020,AU,W3124442887,2020,"AU, BR",W4235422164
A5079558718,Roderic Broadhurst,Brazilian to Foreign,2020,"AU, BR",W4235422164,2023,AU,W4324281733
A5062052157,Danilo R. Silva,Brazilian to Foreign,2020,BR,W3123459273,2023,CL,W4323319540
A5088553180,Rui M.P. Almeida,Brazilian to Foreign,2022,"BR, PT",W4311904697,2023,PT,W4327629932
A5085920524,José C. M. Duque,Brazilian to Foreign,2022,"BR, PT",W4311904697,2023,PT,W4327629932
A5065404979,Willian S. Panni,Brazilian to Foreign,2022,"BR, PT",W4311904697,2023,PT,W4327629932
A5074525572,Mateus Espadoto,Brazilian to Foreign,2022,BR,W4212900831,2023,NL,W4323040779
A5074525572,Mateus Espadoto,Foreign to Brazilian,2023,NL,W4323040779,2023,BR,W4321501945
A5085791733,Sérgio Thode Filho,Brazilian to Foreign,2021,BR,W3151128675,2021,GB,W4226372290
A5085791733,Sérgio Thode Filho,Foreign to Brazilian,2021,GB,W4226372290,2023,BR,W4322727289
A5016939231,Roberto Cesar Oliveira,Foreign to Brazilian,2023,US,W4322624520,2023,BR,W4322624503
A5039054328,João C. W. A. Costa,Brazilian to Foreign,2022,BR,W4313424741,2022,PT,W4312725722
A5039054328,João C. W. A. Costa,Foreign to Brazilian,2022,PT,W4312725722,2023,BR,W4322618871
A5017454353,Jean Luca Bez,Brazilian to Foreign,2021,BR,W4200564599,2021,US,W4200196940
A5017454353,Jean Luca Bez,Foreign to Brazilian,2021,US,W4200196940,2023,BR,W4391140341
A5017454353,Jean Luca Bez,Brazilian to Foreign,2023,BR,W4391140341,2023,US,W4385605860
A5019215692,Duncan D. Ruiz,Brazilian to Foreign,2018,BR,W2897483681,2018,PT,W2904395518
A5019215692,Duncan D. Ruiz,Foreign to Brazilian,2018,PT,W2904395518,2018,BR,W2898077673
A5042303487,Cristine Hoepers,Brazilian to Foreign,2019,BR,W2974175673,2019,TN,W3136639920
A5042303487,Cristine Hoepers,Foreign to Brazilian,2019,TN,W3136639920,2019,BR,W3162562667
A5042303487,Cristine Hoepers,Brazilian to Foreign,2019,BR,W2914421493,2021,TN,W4205854126
A5042303487,Cristine Hoepers,Foreign to Brazilian,2021,TN,W4205854126,2022,BR,W4290988632
A5056457869,Klaus Steding-Jessen,Brazilian to Foreign,2019,BR,W2974175673,2019,TN,W3136639920
A5056457869,Klaus Steding-Jessen,Foreign to Brazilian,2019,TN,W3136639920,2019,BR,W3162562667
A5056457869,Klaus Steding-Jessen,Brazilian to Foreign,2019,BR,W2914421493,2021,TN,W4205854126
A5056457869,Klaus Steding-Jessen,Foreign to Brazilian,2021,TN,W4205854126,2022,BR,W4290988632
A5061245215,Marcelo H. P. C. Chaves,Brazilian to Foreign,2019,BR,W2974175673,2019,TN,W3136639920
A5061245215,Marcelo H. P. C. Chaves,Foreign to Brazilian,2021,TN,W4205854126,2022,BR,W4290988632
A5102880197,Tiago Carneiro,Brazilian to Foreign,2018,BR,W2897722020,2020,FR,W3130512160
A5102880197,Tiago Carneiro,Foreign to Brazilian,2023,BE,W4390678999,2023,BR,W4388214491
A5066821813,Víctor H. Lachos,Brazilian to Foreign,2017,BR,W2620014403,2018,US,W2902975624
A5041630241,Adıń Ramıŕez Rivera,Brazilian to Foreign,2022,"BR, NO",W4286224762,2022,IS,W4226022515
A5041630241,Adıń Ramıŕez Rivera,Foreign to Brazilian,2022,IS,W4226022515,2022,"BR, NO",W3126843761
A5041630241,Adıń Ramıŕez Rivera,Brazilian to Foreign,2022,"BR, NO",W3126843761,2023,NO,W4390190360
A5040231783,Anderson da Silva Honorato,Brazilian to Foreign,2022,BR,W4281647164,2023,AR,W4364378000
A5050276927,Daniela Ushizima,Foreign to Brazilian,2019,US,W2947234795,2019,"BR, US",W2970995875
A5050276927,Daniela Ushizima,Brazilian to Foreign,2019,"BR, US",W2970995875,2019,US,W2912449434
A5018707025,Fátima N. S. de Medeiros,Brazilian to Foreign,2021,BR,W3183269049,2021,US,W3125631590
A5018707025,Fátima N. S. de Medeiros,Foreign to Brazilian,2021,US,W3125631590,2022,BR,W4312545979
A5079110081,Henry Carvajal Mora,Brazilian to Foreign,2017,BR,W2768186750,2021,EC,W3144522989
A5007382966,Nathaly Orozco Garzón,Brazilian to Foreign,2017,BR,W2768186750,2021,EC,W3144522989
A5044708805,Fernando Pereira,Foreign to Brazilian,2020,PT,W3088900668,2021,BR,W3209898009
A5044708805,Fernando Pereira,Brazilian to Foreign,2021,BR,W3209898009,2023,PT,W4328007363
A5035341272,Maria Isabel da Conceição Dias Fernandes,Brazilian to Foreign,2017,BR,W2725399830,2020,PT,W3091665814
A5035341272,Maria Isabel da Conceição Dias Fernandes,Foreign to Brazilian,2020,PT,W3091665814,2023,"BR, ID",W4366267522
A5004635358,Ana Luísa Brandão de Carvalho Lira,Brazilian to Foreign,2017,BR,W2745815555,2017,MX,W2754147936
A5004635358,Ana Luísa Brandão de Carvalho Lira,Foreign to Brazilian,2017,MX,W2754147936,2017,BR,W2904486146
A5003643363,Carlos Alexandre Gouvea da Silva,Brazilian to Foreign,2020,BR,W3048925382,2021,UY,W4213257476
A5003643363,Carlos Alexandre Gouvea da Silva,Foreign to Brazilian,2021,UY,W4213257476,2021,BR,W3186732528
A5103188201,Stevão Alves de Andrade,Foreign to Brazilian,2019,ES,W2988318083,2019,BR,W2973365434
A5101930005,Thiago Castro Ferreira,Foreign to Brazilian,2017,NL,W2589291232,2018,BR,W2963493780
A5036767529,Cristina Dutra de Aguiar Ciferri,Brazilian to Foreign,2016,BR,W2381748642,2018,ES,W2912574156
A5036767529,Cristina Dutra de Aguiar Ciferri,Foreign to Brazilian,2018,ES,W2912283661,2018,BR,W2892991540
A5077742059,Maurício Pamplona Segundo,Brazilian to Foreign,2021,BR,W3086833091,2022,US,W4281748357
A5022974436,Vagner Figuerêdo de Santana,Brazilian to Foreign,2019,BR,W2967085577,2023,US,W4327920783
A5022974436,Vagner Figuerêdo de Santana,Foreign to Brazilian,2023,US,W4327920783,2023,BR,W4366729122
A5086530079,Maximilian Espuny,Foreign to Brazilian,2021,US,W3193870968,2023,BR,W4386328299
A5101819568,Markus Schneider,Foreign to Brazilian,2018,US,W2897409805,2019,BR,W2979529176
A5101819568,Markus Schneider,Brazilian to Foreign,2019,BR,W2979529176,2020,US,W3082139159
A5054254551,Marcos L.S. Oliveira,Foreign to Brazilian,2021,"CO, PE",W3200243796,2022,"BR, CO",W4292337113
A5081162617,Miguel J. Bagajewicz,Foreign to Brazilian,2019,US,W2926788649,2020,"BR, US",W3040664924
A5032451602,Millaray Curilem,Foreign to Brazilian,2018,CL,W2896967575,2019,BR,W2982495243
A5032451602,Millaray Curilem,Brazilian to Foreign,2019,BR,W2982495243,2020,CL,W3023289002
A5078304356,Pedro M. de Sant Ana,Brazilian to Foreign,2019,BR,W2906943359,2019,KR,W2964468541
A5078304356,Pedro M. de Sant Ana,Foreign to Brazilian,2019,KR,W2964468541,2020,BR,W3013109447
A5062747414,Lucas Ângelo Silveira,Foreign to Brazilian,2017,ID,W2770625066,2017,BR,W2612090087
A5052802301,Pedro Luiz Ramos,Brazilian to Foreign,2020,BR,W3047138696,2023,CL,W4388021402
A5100761445,Vítor Silva,Foreign to Brazilian,2022,US,W4296988035,2023,BR,W4387885808
A5000326220,Joel D. Costa,Foreign to Brazilian,2019,PT,W2977949645,2019,BR,W2992260738
A5043426668,Alejandro Caballero Rivero,Brazilian to Foreign,2019,BR,W2987592373,2023,AR,W4388972861
A5012579745,Oscar Maurício Caicedo Rendón,Brazilian to Foreign,2015,BR,W4243525747,2015,CO,W2291426524
A5012579745,Oscar Maurício Caicedo Rendón,Foreign to Brazilian,2015,CO,W2101240434,2015,"BR, CO",W1884352935
A5012579745,Oscar Maurício Caicedo Rendón,Brazilian to Foreign,2015,BR,W2052037185,2016,CO,W2510118038
A5089287870,Paolo Lollini,Foreign to Brazilian,2019,IT,W3006259079,2021,"BR, IT",W3121032360
A5089287870,Paolo Lollini,Brazilian to Foreign,2021,"BR, IT",W3121032360,2023,IT,W4388212579
A5063772137,Douglas Mota Dias,Brazilian to Foreign,2022,"BR, IE",W4213298860,2022,IE,W4290065488
A5063772137,Douglas Mota Dias,Foreign to Brazilian,2022,IE,W4290065488,2022,BR,W4284967583
A5063772137,Douglas Mota Dias,Brazilian to Foreign,2022,"BR, IE",W4296102027,2022,IE,W4213379958
A5063772137,Douglas Mota Dias,Foreign to Brazilian,2022,IE,W4213379958,2023,"BR, IE",W4388877150
A5082611298,Shoaib Jameel,Foreign to Brazilian,2019,GB,W2991075206,2020,"BR, GB, PT",W3005107182
A5082611298,Shoaib Jameel,Brazilian to Foreign,2020,"BR, GB, PT",W3005107182,2021,GB,W3136160336
A5059048857,Heitor R. Guimarães,Brazilian to Foreign,2021,BR,W3212500403,2023,CA,W4387757490
A5069324385,Antônio Wendell De Oliveira Rodrigues,Foreign to Brazilian,2016,US,W2903270542,2016,BR,W2549999526
A5016603896,Henrique D. Moura,Brazilian to Foreign,2020,BR,W3006930226,2023,BE,W4389077463
A5028233542,Rodrigo Marques da Silva,Brazilian to Foreign,2020,BR,W3104747924,2020,CO,W3096416372
A5028233542,Rodrigo Marques da Silva,Foreign to Brazilian,2020,CO,W3096416372,2023,BR,W4388328396
A5037049485,Tiago da Cruz Asmus,Brazilian to Foreign,2020,"BR, ES",W3107142206,2021,ES,W4213321735
A5037049485,Tiago da Cruz Asmus,Foreign to Brazilian,2021,ES,W4213321735,2023,BR,W4388517656
A5049375194,Humberto Bustince,Foreign to Brazilian,2021,ES,W4206650383,2022,BR,W4295768357
A5049375194,Humberto Bustince,Brazilian to Foreign,2022,BR,W4295768357,2022,ES,W4228998677
A5012722031,Abteen Ebrahimi,Foreign to Brazilian,2022,US,W4311192353,2023,"BR, US, UY",W4386566584
A5010343739,Arturo Oncevay,Foreign to Brazilian,2022,GB,W4311192353,2023,"BR, US, UY",W4386566584
A5050439418,John E. Ortega,Foreign to Brazilian,2022,US,W4311192353,2023,"BR, US, UY",W4386566584
A5052471374,Luis Chiruzzo,Foreign to Brazilian,2022,UY,W4311192353,2023,"BR, US, UY",W4386566584
A5088969046,Rolando Coto‐Solano,Foreign to Brazilian,2022,US,W4311192353,2023,"BR, US, UY",W4386566584
A5082874907,Katharina Kann,Foreign to Brazilian,2022,US,W4311192353,2023,"BR, US, UY",W4386566584
A5006942750,Marcio Lima Inácio,Brazilian to Foreign,2022,"BR, US",W4285006162,2023,PT,W4386832543
A5089325744,Marco Antonio Sobrevilla Cabezudo,Brazilian to Foreign,2015,BR,W2280952378,2015,PE,W1165718293
A5089325744,Marco Antonio Sobrevilla Cabezudo,Foreign to Brazilian,2018,PE,W2805669885,2019,BR,W2964515912
A5064054034,Victor Coscrato,Brazilian to Foreign,2020,BR,W3022084417,2023,IE,W4323030681
A5068669849,Marco Henrique de Almeida Inácio,Brazilian to Foreign,2020,BR,W3008660552,2023,HU,W4323030681
A5071846288,Rafael Capilla,Foreign to Brazilian,2018,ES,W2891559871,2020,"BR, ES",W3127674842
A5071846288,Rafael Capilla,Brazilian to Foreign,2020,"BR, ES",W3127674842,2023,ES,W4320036429
A5024802094,Jonatas Adilson Marques,Brazilian to Foreign,2023,BR,W4381744879,2023,US,W4386049794
A5024802094,Jonatas Adilson Marques,Foreign to Brazilian,2023,US,W4386049794,2023,BR,W4381744881
A5090301981,Diego O. Rodrigues,Brazilian to Foreign,2023,BR,W4381745010,2023,CH,W4384703095
A5033228498,Breno Campos Ferreira Guimarães,Brazilian to Foreign,2016,BR,W2565678539,2017,US,W2619305731
A5033228498,Breno Campos Ferreira Guimarães,Foreign to Brazilian,2017,US,W2619305731,2017,BR,W2761620348
A5089272022,Enrique Fernández‐Cara,Foreign to Brazilian,2018,ES,W2808019040,2023,"BR, ES",W4318472392
A5083003965,Dick Carrillo,Brazilian to Foreign,2017,BR,W2732587964,2020,FI,W3015556091
A5083003965,Dick Carrillo,Foreign to Brazilian,2021,FI,W3157189912,2021,"BR, FI",W3163420529
A5083003965,Dick Carrillo,Brazilian to Foreign,2021,"BR, FI",W3163420529,2022,FI,W4311040533
A5057912061,Claude Tadonki,Foreign to Brazilian,2017,FR,W2617091226,2018,"BR, FR",W4214561619
A5057912061,Claude Tadonki,Brazilian to Foreign,2018,"BR, FR",W4214561619,2023,FR,W4322743390
A5031575825,Frédéric Havet,Foreign to Brazilian,2018,FR,W2595408264,2019,"BR, FR, NO",W2529546365
A5031575825,Frédéric Havet,Brazilian to Foreign,2019,"BR, FR, NO",W2529546365,2022,AT,W4220817013
A5081204144,Roniel S. de Sousa,Foreign to Brazilian,2020,CA,W3108396004,2021,"BR, CA",W3185489179
A5040197766,Racyus D. G. Pacífico,Foreign to Brazilian,2016,CN,W2566508374,2018,BR,W2920607136
A5081045413,Breno Orzari,Foreign to Brazilian,2021,CH,W3212521805,2023,BR,W4387769340
A5051030192,Túlio Pascoal,Brazilian to Foreign,2016,BR,W2551362945,2020,LU,W3010887667
A5051030192,Túlio Pascoal,Foreign to Brazilian,2022,LU,W4290988376,2023,"BR, LU",W4383466193
A5090480187,João P. L. de Carvalho,Brazilian to Foreign,2021,"BR, CA",W3173370496,2022,CA,W4309763245
A5048554669,José Nelson Amaral,Foreign to Brazilian,2015,CA,W2245875467,2015,BR,W2293241167
A5048554669,José Nelson Amaral,Brazilian to Foreign,2015,BR,W2293241167,2016,CA,W2480270182
A5100322028,Rafael Silva,Foreign to Brazilian,2015,US,W3161475450,2016,BR,W2560793535
A5046687729,Antônio M. Batista,Brazilian to Foreign,2016,BR,W2560522936,2018,"CN, DE, GB, UA",W2884421451
A5046687729,Antônio M. Batista,Foreign to Brazilian,2018,"CN, DE, GB, UA",W2884421451,2019,BR,W3105386451
A5016576177,Lucelene Lopes,Brazilian to Foreign,2017,BR,W2726212870,2019,US,W2968122353
A5016576177,Lucelene Lopes,Foreign to Brazilian,2019,US,W2968122353,2021,BR,W3212334520
A5016306889,Luís Fernando de Souza Cardoso,Brazilian to Foreign,2020,BR,W3046394541,2023,DE,W4380271716
A5102845861,Pedro Batista,Brazilian to Foreign,2019,BR,W2993593987,2020,SE,W3111656105
A5029812222,Robert W. Heath,Brazilian to Foreign,2018,BR,W2900692210,2018,US,W2919653617
A5053429698,Eric Aislan Antonelo,Brazilian to Foreign,2016,BR,W2500146460,2017,LU,W2606678618
A5053429698,Eric Aislan Antonelo,Foreign to Brazilian,2019,LU,W2955394818,2020,BR,W3112460852
A5080924420,Thais de Lima Silva,Brazilian to Foreign,2020,BR,W2999178951,2023,AE,W4387933067
A5003151858,Leandro Aolita,Foreign to Brazilian,2015,DE,W3100089783,2018,BR,W2896280248
A5003151858,Leandro Aolita,Brazilian to Foreign,2022,"AE, BR",W4313332489,2023,AE,W4387933067
A5087201377,Alex A. Freitas,Foreign to Brazilian,2015,GB,W1965594727,2016,BR,W24396694
A5087201377,Alex A. Freitas,Brazilian to Foreign,2016,BR,W24396694,2017,GB,W2735881160
A5067687769,Vinícius M. Alves,Brazilian to Foreign,2020,"BR, US",W3004841653,2020,US,W3045876280
A5067687769,Vinícius M. Alves,Foreign to Brazilian,2020,US,W3045876280,2020,"BR, US",W3008194656
A5067687769,Vinícius M. Alves,Brazilian to Foreign,2020,"BR, US",W3008194656,2020,US,W3042607120
A5067687769,Vinícius M. Alves,Foreign to Brazilian,2020,US,W3048047901,2021,"BR, US",W3158507782
A5067687769,Vinícius M. Alves,Brazilian to Foreign,2021,"BR, US",W3158507782,2022,US,W4226086528
A5029916489,Eugene Muratov,Foreign to Brazilian,2020,US,W3004841653,2020,"BR, US",W3045876280
A5029916489,Eugene Muratov,Brazilian to Foreign,2020,"BR, US",W3045876280,2020,"UA, US",W3008194656
A5029916489,Eugene Muratov,Foreign to Brazilian,2020,"UA, US",W3008194656,2020,"BR, US",W3042607120
A5029916489,Eugene Muratov,Brazilian to Foreign,2020,BR,W3048047901,2021,US,W3160328897
A5029916489,Eugene Muratov,Foreign to Brazilian,2021,US,W3134810820,2021,"BR, US",W3158507782
A5001184550,Boris Pérez,Foreign to Brazilian,2021,CO,W3171002877,2021,BR,W3163423879
A5001184550,Boris Pérez,Brazilian to Foreign,2021,BR,W3163423879,2021,CO,W4200431398
A5041998052,Clemente Izurieta,Foreign to Brazilian,2021,US,W3171002877,2021,BR,W3163423879
